food_word,food_word_count,artist,food_word_value,food_word_total,song,release_date,release_year,release_month,food_category_description
strawberry jam,1,granata,1,1,cardboard boxes,2020-02-17,2020,2,
cannoli,1,granata,1,1,"cigarettes, cannoli, coffee, donuts",2018-11-16,2018,11,
coffee,1,granata,1,1,"cigarettes, cannoli, coffee, donuts",2018-11-16,2018,11,Beverages
donut,1,granata,1,1,"cigarettes, cannoli, coffee, donuts",2018-11-16,2018,11,
tea,1,granata,1,1,"cigarettes, cannoli, coffee, donuts",2018-11-16,2018,11,Beverages
sap,1,granata,1,1,eyes stay blue,2016-10-19,2016,10,
cake,1,granata,1,1,eyes stay blue,2016-10-19,2016,10,Baked Products
pickle,1,granata,1,1,eyes stay blue,2016-10-19,2016,10,Vegetables and Vegetable Products
honey,1,granata,1,1,eyes stay blue,2016-10-19,2016,10,Sweets
sour,1,granata,1,1,eyes stay blue,2016-10-19,2016,10,Fruits and Fruit Juices
wine,1,granata,1,1,eyes stay blue,2016-10-19,2016,10,Beverages
delicatessen,1,granata,1,1,eyes stay blue,2016-10-19,2016,10,
soup,1,granata,1,1,eyes stay blue,2016-10-19,2016,10,"Soups, Sauces, and Gravies"
breakfast,1,granata,1,1,eyes stay blue,2016-10-19,2016,10,Baked Products
funnel cake,1,granata,1,1,eyes stay blue,2016-10-19,2016,10,
coffee,1,granata,1,1,flamingos,0,0,0,Beverages
flavor,1,granata,1,1,flamingos,0,0,0,
whiskey,1,granata,1,1,flamingos,0,0,0,Beverages
honey,2,granata,1,2,flamingos,0,0,0,Sweets
bean,1,granata,1,1,flamingos,0,0,0,Legumes and Legume Products
wine,1,granata,1,1,flamingos,0,0,0,Beverages
spaghetti,1,granata,1,1,flamingos,0,0,0,Cereal Grains and Pasta
drinking,1,granata,1,1,flamingos,0,0,0,Beverages
beer,1,granata,1,1,flamingos,0,0,0,Beverages
licorice,1,granata,1,1,flamingos,0,0,0,
drink,1,granata,1,1,got it good,2018-11-16,2018,11,
beer,1,granata,1,1,got it good,2018-11-16,2018,11,Beverages
veggie,1,granata,1,1,got it good,2018-11-16,2018,11,
wine,1,granata,1,1,great uncle,2016-10-19,2016,10,Beverages
fruit,1,granata,1,1,great uncle,2016-10-19,2016,10,Baby Foods
trout,1,granata,1,1,great uncle,2016-10-19,2016,10,Finfish and Shellfish Products
taco,1,granata,1,1,great uncle,2016-10-19,2016,10,Spices and Herbs
red wine,1,granata,1,1,great uncle,2016-10-19,2016,10,Spices and Herbs
deli,1,granata,1,1,happy hangover,2016-10-18,2016,10,Sausages and Luncheon Meats
jelly,1,granata,1,1,happy hangover,2016-10-18,2016,10,Sweets
croissant,1,granata,1,1,happy hangover,2016-10-18,2016,10,Baked Products
kalamata,1,granata,1,1,happy hangover,2016-10-18,2016,10,
olive,1,granata,1,1,happy hangover,2016-10-18,2016,10,Fruits and Fruit Juices
gin,1,granata,1,1,happy hangover,2016-10-18,2016,10,
pan,1,granata,1,1,happy hangover,2016-10-18,2016,10,
wine,1,granata,1,1,happy hangover,2016-10-18,2016,10,Beverages
pear,1,granata,1,1,happy hangover,2016-10-18,2016,10,Fruits and Fruit Juices
kalamata olive,1,granata,-1,-1,happy hangover,2016-10-18,2016,10,
bosc pear,1,granata,1,1,happy hangover,2016-10-18,2016,10,
pork,1,granata,1,1,i'm afraid,2020-02-17,2020,2,Pork Products
bao,1,granata,1,1,i'm afraid,2020-02-17,2020,2,
fried,2,granata,1,2,i'm afraid,2020-02-17,2020,2,Poultry Products
chicken,1,granata,1,1,i'm afraid,2020-02-17,2020,2,Poultry Products
fish,1,granata,1,1,i'm afraid,2020-02-17,2020,2,Finfish and Shellfish Products
avocado,1,granata,1,1,i'm afraid,2020-02-17,2020,2,Fruits and Fruit Juices
salad,1,granata,1,1,i'm afraid,2020-02-17,2020,2,
sage,1,granata,1,1,i'm afraid,2020-02-17,2020,2,Spices and Herbs
pork belly,1,granata,1,1,i'm afraid,2020-02-17,2020,2,
fried chicken,1,granata,-1,-1,i'm afraid,2020-02-17,2020,2,Fast Foods
drink,2,granata,1,2,it's hard to say no (in new york city),2018-11-16,2018,11,
pizza,1,granata,1,1,it's hard to say no (in new york city),2018-11-16,2018,11,Fast Foods
egg,1,granata,1,1,it's hard to say no (in new york city),2018-11-16,2018,11,Dairy and Egg Products
ham,1,granata,1,1,it's hard to say no (in new york city),2018-11-16,2018,11,Pork Products
coffee,1,granata,1,1,it's hard to say no (in new york city),2018-11-16,2018,11,Beverages
drinking,1,granata,1,1,it's hard to say no (in new york city),2018-11-16,2018,11,Beverages
whiskey,1,granata,1,1,it's hard to say no (in new york city),2018-11-16,2018,11,Beverages
cannoli,1,granata,1,1,life is (not always like this),2018-11-16,2018,11,
whiskey,1,granata,1,1,life is (not always like this),2018-11-16,2018,11,Beverages
drink,1,granata,1,1,life is (not always like this),2018-11-16,2018,11,
beer,1,granata,1,1,life is (not always like this),2018-11-16,2018,11,Beverages
drink,3,granata,1,3,lime and cilantro,2020-02-17,2020,2,
wine,2,granata,1,2,lime and cilantro,2020-02-17,2020,2,Beverages
whiskey,1,granata,1,1,lime and cilantro,2020-02-17,2020,2,Beverages
ice,1,granata,1,1,lime and cilantro,2020-02-17,2020,2,
lime,4,granata,1,4,lime and cilantro,2020-02-17,2020,2,Sweets
cilantro,4,granata,1,4,lime and cilantro,2020-02-17,2020,2,
gazpacho,4,granata,1,4,lime and cilantro,2020-02-17,2020,2,
taco,4,granata,1,4,lime and cilantro,2020-02-17,2020,2,Spices and Herbs
peanut,1,granata,1,1,lime and cilantro,2020-02-17,2020,2,Legumes and Legume Products
butter,1,granata,1,1,lime and cilantro,2020-02-17,2020,2,Dairy and Egg Products
sprinkle,1,granata,1,1,lime and cilantro,2020-02-17,2020,2,
salt,1,granata,1,1,lime and cilantro,2020-02-17,2020,2,Spices and Herbs
peanut butter,1,granata,-1,-1,lime and cilantro,2020-02-17,2020,2,Legumes and Legume Products
butter cooky,1,granata,-1,-1,lime and cilantro,2020-02-17,2020,2,
sea salt,1,granata,1,1,lime and cilantro,2020-02-17,2020,2,
vodka,1,granata,1,1,locked in love,2018-11-16,2018,11,Beverages
fruit,2,granata,1,2,locked in love,2018-11-16,2018,11,Baby Foods
salad,1,granata,1,1,locked in love,2018-11-16,2018,11,
snack,1,granata,1,1,locked in love,2018-11-16,2018,11,Snacks
peach,1,granata,1,1,locked in love,2018-11-16,2018,11,Fruits and Fruit Juices
lemonade,1,granata,1,1,locked in love,2018-11-16,2018,11,Beverages
fruit salad,1,granata,-1,-1,locked in love,2018-11-16,2018,11,Fruits and Fruit Juices
water,1,granata,1,1,loyal to the leaves,2016-10-19,2016,10,Beverages
tea,1,granata,1,1,loyal to the leaves,2016-10-19,2016,10,Beverages
plumcot,1,granata,1,1,loyal to the leaves,2016-10-19,2016,10,
kumquat,1,granata,1,1,loyal to the leaves,2016-10-19,2016,10,Fruits and Fruit Juices
gum,1,granata,1,1,loyal to the leaves,2016-10-19,2016,10,Sweets
gum drop,1,granata,1,1,loyal to the leaves,2016-10-19,2016,10,Sweets
drink,1,granata,1,1,marina,0,0,0,
breakfast,1,granata,1,1,marina,0,0,0,Baked Products
wine,4,granata,1,4,mute button,2016-10-19,2016,10,Beverages
fruit,1,granata,1,1,mute button,2016-10-19,2016,10,Baby Foods
muffin,1,granata,1,1,mute button,2016-10-19,2016,10,Baked Products
whiskey,1,granata,1,1,mute button,2016-10-19,2016,10,Beverages
guinness,1,granata,1,1,mute button,2016-10-19,2016,10,
yolk,1,granata,1,1,mute button,2016-10-19,2016,10,Dairy and Egg Products
egg,1,granata,1,1,mute button,2016-10-19,2016,10,Dairy and Egg Products
rose,1,granata,1,1,mute button,2016-10-19,2016,10,Beverages
bread,1,granata,1,1,mute button,2016-10-19,2016,10,Baked Products
conch,1,granata,1,1,once,0,0,0,Finfish and Shellfish Products
clam,1,granata,1,1,once,0,0,0,Finfish and Shellfish Products
oyster,1,granata,1,1,once,0,0,0,Finfish and Shellfish Products
beer,1,granata,1,1,once,0,0,0,Beverages
crawfish,1,granata,1,1,once,0,0,0,
snail,1,granata,1,1,once,0,0,0,Finfish and Shellfish Products
cake,1,granata,1,1,once,0,0,0,Baked Products
bud light,1,granata,2,2,once,0,0,0,Beverages
cooking,1,granata,1,1,overalls,2018-11-16,2018,11,Beverages
catfish,1,granata,1,1,overalls,2018-11-16,2018,11,Finfish and Shellfish Products
apple,1,granata,1,1,overalls,2018-11-16,2018,11,Fruits and Fruit Juices
whiskey,5,granata,1,5,overalls,2018-11-16,2018,11,Beverages
fried,1,granata,1,1,overalls,2018-11-16,2018,11,Poultry Products
chicken,1,granata,1,1,overalls,2018-11-16,2018,11,Poultry Products
corn,1,granata,1,1,overalls,2018-11-16,2018,11,Cereal Grains and Pasta
bread,1,granata,1,1,overalls,2018-11-16,2018,11,Baked Products
collard,1,granata,1,1,overalls,2018-11-16,2018,11,Vegetables and Vegetable Products
fish,1,granata,1,1,overalls,2018-11-16,2018,11,Finfish and Shellfish Products
bean,1,granata,1,1,overalls,2018-11-16,2018,11,Legumes and Legume Products
sunflower seed,4,granata,2,8,overalls,2018-11-16,2018,11,Nut and Seed Products
fried chicken,1,granata,-1,-1,overalls,2018-11-16,2018,11,Fast Foods
corn bread,1,granata,-1,-1,overalls,2018-11-16,2018,11,
collard green,1,granata,1,1,overalls,2018-11-16,2018,11,
baked bean,1,granata,1,1,overalls,2018-11-16,2018,11,
pit,1,granata,1,1,remove my rust,2020-02-17,2020,2,
gum,1,granata,1,1,remove my rust,2020-02-17,2020,2,Sweets
bean,1,granata,1,1,remove my rust,2020-02-17,2020,2,Legumes and Legume Products
beer,1,granata,1,1,remove my rust,2020-02-17,2020,2,Beverages
jerky,1,granata,1,1,remove my rust,2020-02-17,2020,2,
whiskey,1,granata,1,1,remove my rust,2020-02-17,2020,2,Beverages
dessert,1,granata,1,1,remove my rust,2020-02-17,2020,2,Baby Foods
lamb,1,granata,1,1,remove my rust,2020-02-17,2020,2,"Lamb, Veal, and Game Products"
ham,1,granata,1,1,remove my rust,2020-02-17,2020,2,Pork Products
baked bean,1,granata,1,1,remove my rust,2020-02-17,2020,2,
lamb chop,1,granata,2,2,remove my rust,2020-02-17,2020,2,
gin,1,granata,1,1,rest in pedals,0,0,0,
apricot,1,granata,1,1,rest in pedals,0,0,0,Fruits and Fruit Juices
rum,4,granata,1,4,rest in pedals,0,0,0,Beverages
juice,4,granata,1,4,rest in pedals,0,0,0,Baby Foods
plum,4,granata,1,4,rest in pedals,0,0,0,Fruits and Fruit Juices
beer,1,granata,1,1,river of rain,0,0,0,Beverages
coffee,2,granata,1,2,river of rain,0,0,0,Beverages
water,1,granata,1,1,river of rain,0,0,0,Beverages
whiskey,1,granata,1,1,river of rain,0,0,0,Beverages
juice,1,granata,1,1,river of rain,0,0,0,Baby Foods
tea,1,granata,1,1,river of rain,0,0,0,Beverages
drinking,1,granata,1,1,river of rain,0,0,0,Beverages
rose,7,granata,1,7,rose went blue,2018-11-16,2018,11,Beverages
drink,1,granata,1,1,rose went blue,2018-11-16,2018,11,
beer,1,granata,1,1,rose went blue,2018-11-16,2018,11,Beverages
coffee,1,granata,1,1,sky of spontaneity,2016-10-19,2016,10,Beverages
martini,1,granata,1,1,sky of spontaneity,2016-10-19,2016,10,
olive,1,granata,1,1,sky of spontaneity,2016-10-19,2016,10,Fruits and Fruit Juices
waffle,1,granata,1,1,sky of spontaneity,2016-10-19,2016,10,Baked Products
vodka,1,granata,1,1,sky of spontaneity,2016-10-19,2016,10,Beverages
soda,1,granata,1,1,sky of spontaneity,2016-10-19,2016,10,Baked Products
whiskey,1,granata,1,1,sky of spontaneity,2016-10-19,2016,10,Beverages
water,1,granata,1,1,sky of spontaneity,2016-10-19,2016,10,Beverages
wine,1,granata,1,1,sky of spontaneity,2016-10-19,2016,10,Beverages
kettle cooked,1,granata,1,1,sky of spontaneity,2016-10-19,2016,10,
food,1,granata,1,1,spaced out,2012-11-26,2012,11,
ice,1,granata,1,1,spaced out,2012-11-26,2012,11,
popsicle,1,granata,1,1,spaced out,2012-11-26,2012,11,
egg,1,granata,1,1,step twelve,2016-10-19,2016,10,Dairy and Egg Products
butter,1,granata,1,1,step twelve,2016-10-19,2016,10,Dairy and Egg Products
drink,1,granata,1,1,step twelve,2016-10-19,2016,10,
wine,1,granata,1,1,step twelve,2016-10-19,2016,10,Beverages
juice,1,granata,1,1,stew chicken,2020-02-17,2020,2,Baby Foods
chicken,6,granata,1,6,stew chicken,2020-02-17,2020,2,Poultry Products
stewed,4,granata,1,4,stew chicken,2020-02-17,2020,2,Poultry Products
coffee,1,granata,1,1,stew chicken,2020-02-17,2020,2,Beverages
beer,1,granata,1,1,stew chicken,2020-02-17,2020,2,Beverages
wine,1,granata,1,1,stew chicken,2020-02-17,2020,2,Beverages
cooking,1,granata,1,1,stew chicken,2020-02-17,2020,2,Beverages
egg,1,granata,1,1,stew chicken,2020-02-17,2020,2,Dairy and Egg Products
soup,1,granata,1,1,stew chicken,2020-02-17,2020,2,"Soups, Sauces, and Gravies"
butter,1,granata,1,1,stew chicken,2020-02-17,2020,2,Dairy and Egg Products
pickled,2,granata,1,2,stew chicken,2020-02-17,2020,2,Vegetables and Vegetable Products
onion,2,granata,1,2,stew chicken,2020-02-17,2020,2,Vegetables and Vegetable Products
duck egg,1,granata,1,1,stew chicken,2020-02-17,2020,2,
wine,1,granata,1,1,surrounded by people,2020-02-17,2020,2,Beverages
breakfast,1,granata,1,1,the goons are gorgeous,2020-02-07,2020,2,Baked Products
cafe,1,granata,1,1,the goons are gorgeous,2020-02-07,2020,2,
leche,1,granata,1,1,the goons are gorgeous,2020-02-07,2020,2,
churros,1,granata,1,1,the goons are gorgeous,2020-02-07,2020,2,
malt,1,granata,1,1,the goons are gorgeous,2020-02-07,2020,2,Sweets
malt liquor,1,granata,-1,-1,the goons are gorgeous,2020-02-07,2020,2,
tripe,1,granata,1,1,tripe soup,0,0,0,Beef Products
soup,1,granata,1,1,tripe soup,0,0,0,"Soups, Sauces, and Gravies"
vegetable,1,granata,1,1,tripe soup,0,0,0,Baby Foods
ripe,1,granata,1,1,tripe soup,0,0,0,Fruits and Fruit Juices
fruit,1,granata,1,1,tripe soup,0,0,0,Baby Foods
pan,1,granata,1,1,tripe soup,0,0,0,
ham,1,granata,1,1,tripe soup,0,0,0,Pork Products
rye,1,granata,1,1,tripe soup,0,0,0,Baked Products
coffee,1,granata,1,1,tripe soup,0,0,0,Beverages
tripe soup,1,granata,-1,-1,tripe soup,0,0,0,Restaurant Foods
black coffee,1,granata,1,1,tripe soup,0,0,0,
pickled,1,granata,1,1,up to no good,2020-11-17,2020,11,Vegetables and Vegetable Products
cabbage,1,granata,1,1,up to no good,2020-11-17,2020,11,Vegetables and Vegetable Products
goat,1,granata,1,1,up to no good,2020-11-17,2020,11,Dairy and Egg Products
stew,1,granata,1,1,up to no good,2020-11-17,2020,11,American Indian/Alaska Native Foods
soup,1,granata,1,1,up to no good,2020-11-17,2020,11,"Soups, Sauces, and Gravies"
dumpling,1,granata,1,1,up to no good,2020-11-17,2020,11,"Meals, Entrees, and Side Dishes"
vinegar,1,granata,1,1,up to no good,2020-11-17,2020,11,Spices and Herbs
pan,1,granata,1,1,up to no good,2020-11-17,2020,11,
skillet,1,granata,1,1,up to no good,2020-11-17,2020,11,
coffee,1,granata,1,1,up to no good,2020-11-17,2020,11,Beverages
pastry,1,granata,1,1,up to no good,2020-11-17,2020,11,Baked Products
flounder,1,granata,1,1,up to no good,2020-11-17,2020,11,
whiskey,1,granata,1,1,up to no good,2020-11-17,2020,11,Beverages
drink,1,granata,1,1,up to no good,2020-11-17,2020,11,
pickled cabbage,1,granata,-1,-1,up to no good,2020-11-17,2020,11,
egg,1,granata,1,1,where's my watch?,2016-10-19,2016,10,Dairy and Egg Products
chicken,1,granata,1,1,where's my watch?,2016-10-19,2016,10,Poultry Products
flounder,1,granata,1,1,where's my watch?,2016-10-19,2016,10,
snail,1,granata,1,1,where's my watch?,2016-10-19,2016,10,Finfish and Shellfish Products
drink,2,granata,1,2,where's my watch?,2016-10-19,2016,10,
beer,1,granata,1,1,where's my watch?,2016-10-19,2016,10,Beverages
drinking,1,granata,1,1,where's my watch?,2016-10-19,2016,10,Beverages
fruit,1,granata,1,1,you dont need me,2016-05-21,2016,5,Baby Foods
pie,1,granata,1,1,you dont need me,2016-05-21,2016,5,Baked Products
waffle,1,granata,1,1,you dont need me,2016-05-21,2016,5,Baked Products
beer,1,granata,1,1,you dont need me,2016-05-21,2016,5,Beverages
forbidden fruit,1,granata,1,1,you dont need me,2016-05-21,2016,5,
french toast,1,granata,1,1,you dont need me,2016-05-21,2016,5,Baked Products
